sentence,emotion
הבית הריק הדהד עם עצב עמוק.,Sadness
הוא לא הצליח לעצור את הדמעות בהלוויה.,Sadness
החדשות על עזיבתה שברו את ליבו.,Sadness
התמונות הישנות הביאו גל של נוסטלגיה ועצב.,Sadness
השמיים האפורים שיקפו את מצב רוחה המדוכא.,Sadness
הכישלון שלו במבחן גרם לו להרגיש מדוכדך לחלוטין.,Sadness
השיר הזכיר לה אהבה אבודה ומילא אותה בעצב.,Sadness
"הוא ישב לבד, מביט בחלון המרטיב מהגשם בייאוש.",Sadness
הבדידות של הלילה העמיקה את צערה.,Sadness
החברות השבורה הותירה חלל בליבו.,Sadness
היא הרגישה עצב עצום לאחר הוויכוח.,Sadness
"סיום הסרט השאיר אותה בבכי, מרגישה עצב על הדמויות.",Sadness
הגור הנטוש ברחוב שבר את ליבה.,Sadness
עיניו העצובות שיקפו את כובד צערו.,Sadness
האור המתעמעם של היום נראה כאילו התאים למצב רוחה.,Sadness
החדשות על הטרגדיה מילאו את העיר בעצב.,Sadness
היא הרגישה עצב עמוק כשהבינה שלעולם לא ייפגשו שוב.,Sadness
הכיסא הריק ליד שולחן האוכל היה תזכורת קבועה לאובדנה.,Sadness
"מילותיו היו כמו סכינים, והשאירו אותה עם לב כבד.",Sadness
השקט בחדר לאחר הכאוס גרם לה להרגיש עצב.,Sadness
השקט המפחיד של היער שלח רטט של פחד בגבו.,Fear
היא קפאה מפחד כשהצל זז קרוב יותר.,Fear
הסערה בחוץ גרמה ליבה לדפוק בפחד.,Fear
צלילי הצעדים מאחוריו מילאו אותו אימה.,Fear
היא הייתה משותקת מפחד מהמראה של העכביש.,Fear
הסמטה החשוכה נראתה כאילו נסגרת סביבו.,Fear
הבית הרדוף היה מלא באווירה של פחד.,Fear
קולה רעד מפחד כשהיא ענתה לשיחה.,Fear
המחשבה על לאבד אותו מילאה אותה פחד.,Fear
המועד האחרון המתקרב גרם לה קשר של פחד בבטן.,Fear
ההתנפצות הפתאומית בלילה גרמה לליבו לקפוץ בפחד.,Fear
הפחד מכישלון שמר עליו ער כל הלילה.,Fear
היא לא הצליחה להשתחרר מהתחושה שמישהו צופה בה.,Fear
רצפת העץ החריקה רק הגבירה את פחדה.,Fear
פחד הגבהים שלו עשה את הטיפוס בלתי אפשרי.,Fear
הלחישות המפחידות בחושך הזינו את פחדו.,Fear
הפחד מהלא נודע מנע ממנה לקחת את הקפיצה.,Fear
כפות ידיה היו מזיעות מפחד כשהיא עלתה לבמה.,Fear
"הסיוט השאיר אותו מתעורר בזיעה קרה, אחוז פחד.",Fear
הפחד בעיניה היה בלתי ניתן להכחשה כשהחדשות נחשפו.,Fear
המתנה הבלתי צפויה הותירה אותה חסרת מילים מהפתעה.,Surprise
הוא הופתע באמת מההגעה הפתאומית שלה.,Surprise
התפנית בעלילה בסרט תפסה את כולם בהפתעה.,Surprise
מסיבת ההפתעה הותירה אותו המום ומוצף רגשות.,Surprise
היא נאנחה בהפתעה כשהיא פתחה את הדלת.,Surprise
הגשם הפתאומי היה הפתעה מוחלטת.,Surprise
ביקור ההפתעה שלו היה הדבר האחרון שציפתה לו.,Surprise
ההודעה המפתיעה בעבודה הותירה את כולם מדברים.,Surprise
היא מצמצה בהפתעה מהמחמאה הלא צפויה.,Surprise
ההצעה המפתיעה השאירה אותה עם דמעות בעיניים ושמחה גדולה.,Surprise
הסיום המפתיע של הספר השאיר אותה בקצה הכיסא.,Surprise
האיחוד המפתיע הביא דמעות לעיניהם של כולם.,Surprise
הוא קפץ לאחור בהפתעה כשקופסת הקפיצה קפצה החוצה.,Surprise
התוצאה הבלתי צפויה של המבחן השאירה אותה במצב של הפתעה.,Surprise
האורח המפתיע במסיבה היה נקודת השיא של הערב.,Surprise
היא לא הצליחה להסתיר את הפתעתה כשהיא ראתה את החשבון.,Surprise
החבילה המפתיעה ליד דלתה עשתה לה את היום.,Surprise
התגובה שלו להפתעה הייתה בלתי ניתנת לתיאור.,Surprise
התפנית המפתיעה במשחק שינתה את הכל.,Surprise
היא הופתעה לטובה מהתפתחות העניינים.,Surprise
מראה האוכל המקולקל מילא אותו בגועל.,Disgust
היא קימטה את אפה בגועל מהריח הרע.,Disgust
האמבטיה המלוכלכת הייתה מקור לגועל מוחלט.,Disgust
המרקם החלקלק של האוכל גרם לה להרגיש גועל.,Disgust
ההתנהגות הגסה שלו השאירה לה טעם רע של גועל בפה.,Disgust
מראה הגופה המרקיבה גרם לו להסתכל הצידה בגועל.,Disgust
המחשבה על הבגידה מילאה אותה בגועל.,Disgust
הלכלוך על מושבי הרכבת התחתית גרם לה להתכווץ מגועל.,Disgust
הריח של האשפה היה בלתי ניתן לעיכול ומגעיל.,Disgust
היא לא הצליחה להסתיר את גועל נפשה מהמראה של הג'וק.,Disgust
הדרך בה הוא התייחס למלצר הייתה דוחה בעיניה.,Disgust
מראה הכלים המלוכלכים בערימה גרם לו להרגיש גועל.,Disgust
הנאום של הפוליטיקאי המושחת מילא את הקהל בגועל.,Disgust
הטעם של החלב המקולקל גרם לה להרגיש בחילה בגועל.,Disgust
היא הרגישה גל של גועל כשהיא עברה ליד הנהר המזוהם.,Disgust
הרעיון של רמאות מילא אותו בגועל.,Disgust
התנאים הלא סניטריים של המטבח היו מגעילים לחלוטין.,Disgust
מראה הדם גרם לקיבתה להתכווץ בגועל.,Disgust
השקרים הבלתי פוסקים שלו היו דוחים בעיני כולם סביבו.,Disgust
הזוהמה בבית הנטוש הייתה דוחה מעבר לכל דמיון.,Disgust
הכעס שלו התפוצץ כשהוא גילה את האמת.,Anger
היא קפצה באגרופיה בכעס כשהלכה משם.,Anger
היחס הלא הוגן העלה את כעסו הבוער.,Anger
קולה רעד מכעס כשהיא התעמתה איתו.,Anger
הבגידה השאירה אותו רותח מכעס.,Anger
הפקק בכביש העלה את כעסה על פני השטח.,Anger
הוא בקושי הצליח לרסן את כעסו מההחלטה הלא הוגנת.,Anger
המילים הקשות שהוחלפו השאירו את שניהם זועמים.,Anger
ההפרעות המתמשכות העלו את כעסה במהלך הפגישה.,Anger
ההפרעות המתמשכות העלו את כעסה במהלך הפגישה.,Anger
אני מרגיש מושפל וכועס.,Sadness
אני יכול לעבור מלהרגיש כל כך חסר תקווה לכל כך ארור תקווה רק מלהיות ליד מישהו למי אכפת והוא ער,Sadness
"אני מחכה דקה לפוסט, אני מרגיש חמדן לא נכון",Anger
אני מרגיש עצבני,Anger
אני מרגיש קצת עמוס לאחרונה לא היה בטוח למה זה היה,Sadness
אני כבר לוקח או מיליגרם או פעמים מומלץ כמות ו- נרדמתי הרבה יותר מהר אבל אני גם מרגיש כל כך מצחיק,Surprise
אני מרגיש מבולבל לגבי החיים כמו א' נער או תשוש כגבר בן שנה,Fear
"אני כבר עם פטרונס במשך שנים אני מרגיש כי פטרונאס הוא עשה עבודה טובה, עשה רווח עצום",Joy
אני מרגיש שאני צריך לעשות את זה סבל שאני רואה אומר משהו,Sadness
אני מרגיש שלרוץ זו חוויה אלוהית ושאני יכול לצפות לה כדי לקבל סוג כלשהו של מפגש רוחני,Joy
אני חושב שזה הזמן הקל ביותר בשנה להרגיש לא מרוצה,Anger
אני מרגיש אנרגיה נמוכה אני פשוט צמא,Sadness
"יש לי אהדה עצומה לנקודה הכללית, אבל כפרוטו אפשרי סופר מנסה למצוא זמן לכתוב בפינות החיים, ללא שום סימן של סוכן לתת רק חוזה פרסום זה מרגיש קצת יקר",Joy
אני לא מרגיש חרדה רגועה היא בכל צד,Joy
אני לא הרגשתי כל כך נבוכה,Sadness
אני מרגיש די פתטי רוב הזמן,Sadness
התחלתי להרגיש סנטימנטלי על בובות אני היה לו כילד וכך החל אוסף של בובות ברבי וינטג 'משנות השישים,Sadness
עכשיו אני מרגיש בסכנה וספקן לגבי הערך של כל יחידת עבודה שאני משקיע,Fear
אני מרגיש עצבני ודחוי בלי אף אחד לעשות כל דבר או לומר כל דבר,Anger
אני מרגיש המום לחלוטין יש לי שתי אסטרטגיות שעוזרות לי להרגיש מקורקע שפוך את לבי ביומן שלי בצורה של מכתב לאלוהים ואז לסיים עם חמישה דברים שאני הכי מודה עליהם,Fear
